trial_id,t,theta_deg,omega,sensor_ax
T02,4.925,-0.4235,0.9293,-0.0194
T02,4.9375,0.3859,0.9291,0.0351
T02,4.95,0.831,0.9271,0.0194
T02,4.9625,1.3218,0.9233,-0.0034
T02,4.975,2.1237,0.9178,0.0246
T02,4.9875,2.6604,0.9105,-0.0197
T02,5.0,3.3211,0.9015,-0.0135
T02,5.0125,4.0665,0.8907,-0.0086
T02,5.025,4.5675,0.8783,-0.0065
T02,5.0375,5.285,0.8643,-0.0165
T02,5.05,5.5774,0.8485,0.0297
T02,5.0625,6.596,0.8312,0.0005
T02,5.075,7.1375,0.8123,0.0133
T02,5.0875,7.5433,0.7919,-0.0047
T02,5.1,8.3924,0.77,-0.0292
T02,5.1125,8.9853,0.7467,0.0131
T02,5.125,8.996,0.7219,-0.0301
T02,5.1375,9.6661,0.6958,0.0072
T02,5.15,10.1464,0.6684,-0.0184
T02,5.1625,10.5735,0.6398,0.0491
T02,5.175,11.3674,0.61,0.028
T02,5.1875,11.5806,0.579,0.0123
T02,5.2,11.9616,0.547,0.0358
T02,5.2125,11.9853,0.514,-0.0061
T02,5.225,12.8604,0.4801,0.022
T02,5.2375,12.8079,0.4452,0.0154
T02,5.25,13.3648,0.4096,0.0169
T02,5.2625,13.6793,0.3733,0.0373
T02,5.275,14.1405,0.3362,0.0268
T02,5.2875,13.8242,0.2986,0.0181
T02,5.3,13.6725,0.2605,-0.0206
T02,5.3125,14.4759,0.2219,-0.0066
T02,5.325,14.9342,0.1829,0.0103
T02,5.3375,14.9287,0.1437,0.0147
T02,5.35,14.8014,0.1042,-0.0097
T02,5.3625,14.7113,0.0646,0.0612
T02,5.375,14.9928,0.0249,0.0433
T02,5.3875,14.63,-0.0148,0.025
T02,5.4,14.8849,-0.0544,0.0143
T02,5.4125,14.8274,-0.0938,0.0086
T02,5.425,14.8469,-0.133,-0.0063
T02,5.4375,15.0675,-0.1719,0.0142
T02,5.45,14.447,-0.2104,0.0177
T02,5.4625,14.0925,-0.2485,-0.0124
T02,5.475,13.988,-0.286,0.0189
T02,5.4875,13.4115,-0.3229,0.0089
T02,5.5,13.3726,-0.3592,-0.0264
T02,5.5125,13.1504,-0.3947,-0.0057
T02,5.525,12.8232,-0.4294,0.003
T02,5.5375,12.6299,-0.4632,0.0487
T02,5.55,12.0827,-0.4962,0.0218
T02,5.5625,12.0962,-0.5281,-0.0163
T02,5.575,11.4746,-0.5589,0.0197
T02,5.5875,11.0539,-0.5887,-0.0213
T02,5.6,10.5507,-0.6172,0.0309
T02,5.6125,10.1882,-0.6446,-0.0006
T02,5.625,9.8442,-0.6707,0.0066
T02,5.6375,9.0099,-0.6954,0.0345
T02,5.65,8.539,-0.7188,-0.0182
T02,5.6625,8.0813,-0.7408,-0.0208
T02,5.675,7.3294,-0.7614,-0.005
T02,5.6875,6.8774,-0.7804,0.0269
T02,5.7,6.376,-0.7979,-0.0247
T02,5.7125,6.0646,-0.8139,-0.0515
T02,5.725,5.3502,-0.8283,-0.0044
T02,5.7375,4.735,-0.8411,0.0151
T02,5.75,4.2569,-0.8523,0.0276
T02,5.7625,3.4427,-0.8618,-0.0062
T02,5.775,2.926,-0.8696,-0.0057
T02,5.7875,2.2004,-0.8758,0.025
T02,5.8,1.6438,-0.8803,-0.036
T02,5.8125,0.8417,-0.8831,-0.0069
T02,5.825,-0.1629,-0.8842,0.0041
T02,5.8375,-0.3351,-0.8836,0.0087
T02,5.85,-0.6554,-0.8813,-0.011
T02,5.8625,-1.3837,-0.8773,-0.0007
T02,5.875,-2.001,-0.8717,-0.0517
T02,5.8875,-2.5669,-0.8644,-0.0156
T02,5.9,-3.4102,-0.8555,0.0061
T02,5.9125,-3.9949,-0.8449,-0.0232
T02,5.925,-4.7557,-0.8327,-0.0029
T02,5.9375,-5.2835,-0.8189,0.0044
T02,5.95,-5.6744,-0.8036,-0.0119
T02,5.9625,-6.1222,-0.7868,-0.0021
T02,5.975,-6.9433,-0.7685,-0.0253
T02,5.9875,-7.5439,-0.7488,-0.0106
T02,6.0,-7.9772,-0.7276,0.0052
T02,6.0125,-8.3644,-0.7051,-0.0043
T02,6.025,-9.2639,-0.6812,-0.0196
T02,6.0375,-9.907,-0.6561,-0.0038
T02,6.05,-10.0117,-0.6298,0.0057
T02,6.0625,-10.58,-0.6023,-0.05
T02,6.075,-10.8513,-0.5737,0.0138
T02,6.0875,-11.172,-0.544,-0.0164
T02,6.1,-11.6039,-0.5133,-0.0015
T02,6.1125,-11.571,-0.4817,0.0136
T02,6.125,-12.1212,-0.4492,-0.0381
T02,6.1375,-12.4277,-0.4159,-0.0251
T02,6.15,-12.6403,-0.3818,-0.0169
T02,6.1625,-13.2446,-0.3471,-0.027
T02,6.175,-13.0359,-0.3117,0.0231
T02,6.1875,-13.46,-0.2758,-0.0289
T02,6.2,-13.4859,-0.2394,-0.023
T02,6.2125,-13.9832,-0.2026,-0.0079
T02,6.225,-14.2019,-0.1655,-0.0362
T02,6.2375,-13.823,-0.1281,-0.0201
T02,6.25,-13.9799,-0.0905,-0.0059
T02,6.2625,-14.2771,-0.0528,-0.019
T02,6.275,-14.2851,-0.015,-0.0142
T02,6.2875,-13.8736,0.0227,-0.0229
T02,6.3,-14.297,0.0603,-0.0426
T02,6.3125,-13.6642,0.0978,-0.0058
T02,6.325,-14.0798,0.135,0.023
T02,6.3375,-13.6524,0.172,-0.0117
T02,6.35,-13.7,0.2085,-0.0074
T02,6.3625,-13.342,0.2446,0.0021
T02,6.375,-13.3742,0.2802,-0.037
T02,6.3875,-13.0756,0.3152,0.0227
T02,6.4,-12.7878,0.3495,-0.0071
T02,6.4125,-12.7252,0.3831,0.0217
T02,6.425,-12.0818,0.416,-0.0253
T02,6.4375,-12.0148,0.448,0.026
T02,6.45,-11.6177,0.4791,0.0054
T02,6.4625,-11.409,0.5092,0.0013
T02,6.475,-11.3398,0.5383,-0.0048
T02,6.4875,-10.4625,0.5664,-0.0141
T02,6.5,-9.5193,0.5933,0.0153
T02,6.5125,-9.4039,0.619,-0.0055
T02,6.525,-9.106,0.6436,-0.0473
T02,6.5375,-8.6792,0.6668,-0.0299
T02,6.55,-8.1308,0.6888,-0.0108
T02,6.5625,-7.5197,0.7094,-0.0005
T02,6.575,-7.3451,0.7286,-0.0073
T02,6.5875,-6.353,0.7464,0.0186
T02,6.6,-5.8879,0.7627,-0.0443
T02,6.6125,-5.3317,0.7776,-0.0019
T02,6.625,-4.8222,0.791,-0.0406
T02,6.6375,-4.332,0.8028,0.0114
T02,6.65,-3.6198,0.813,-0.0052
T02,6.6625,-3.0481,0.8217,0.0056
T02,6.675,-2.6442,0.8288,-0.0195
T02,6.6875,-2.0908,0.8343,0.0239
T02,6.7,-1.3555,0.8382,0.0196
T02,6.7125,-0.4641,0.8405,0.011
T02,6.725,-0.419,0.8412,-0.0027
T02,6.7375,0.1374,0.8403,0.012
T02,6.75,1.0644,0.8377,-0.0132
T02,6.7625,1.6393,0.8336,0.0185
T02,6.775,2.2575,0.8279,0.0349
T02,6.7875,2.8603,0.8206,0.0239
T02,6.8,3.3493,0.8117,-0.0116
T02,6.8125,4.267,0.8013,0.0107
T02,6.825,4.2156,0.7894,-0.0219
T02,6.8375,4.9274,0.7759,0.0159
T02,6.85,5.6192,0.761,0.0139
T02,6.8625,5.8464,0.7447,-0.032
T02,6.875,6.6624,0.727,-0.0174
T02,6.8875,7.539,0.7079,0.0006
T02,6.9,7.7054,0.6874,0.0007
T02,6.9125,8.2265,0.6657,-0.0171
T02,6.925,8.3911,0.6428,0.0153
T02,6.9375,8.9655,0.6186,0.013
T02,6.95,9.4413,0.5933,0.0044
T02,6.9625,9.8616,0.5669,-0.0065
T02,6.975,10.5707,0.5394,0.03
T02,6.9875,10.7948,0.511,0.0424
T02,7.0,10.8089,0.4816,-0.0
T02,7.0125,11.4068,0.4513,-0.0023
T02,7.025,11.7613,0.4202,0.02
T02,7.0375,12.171,0.3883,0.0033
T02,7.05,12.5172,0.3558,0.0079
T02,7.0625,12.2325,0.3226,0.0256
T02,7.075,12.4836,0.2888,-0.0272
T02,7.0875,12.58,0.2545,0.0376
T02,7.1,12.9456,0.2198,0.0128
T02,7.1125,13.2215,0.1847,0.0032
T02,7.125,13.4362,0.1493,0.0098
T02,7.1375,13.3086,0.1137,0.0109
T02,7.15,13.3191,0.0779,-0.0229
T02,7.1625,13.4471,0.042,0.0416
T02,7.175,13.2576,0.0061,0.0125
T02,7.1875,13.8248,-0.0298,0.0206
T02,7.2,13.0419,-0.0656,0.0307
T02,7.2125,13.3314,-0.1012,-0.0088
T02,7.225,13.6048,-0.1365,0.021
T02,7.2375,13.0819,-0.1716,0.0061
T02,7.25,12.8982,-0.2063,0.0282
T02,7.2625,12.6958,-0.2405,-0.0314
T02,7.275,12.538,-0.2742,0.009
T02,7.2875,12.6317,-0.3074,-0.0013
T02,7.3,11.6745,-0.3399,0.0192
T02,7.3125,12.1603,-0.3717,0.0197
T02,7.325,11.2833,-0.4028,-0.0041
T02,7.3375,11.2075,-0.433,-0.0044
T02,7.35,10.8466,-0.4624,0.0073
T02,7.3625,10.7012,-0.4909,-0.0087
T02,7.375,9.8952,-0.5183,0.0258
T02,7.3875,9.9195,-0.5448,0.0012
T02,7.4,9.826,-0.5701,-0.0499
T02,7.4125,8.725,-0.5944,0.0004
T02,7.425,8.5954,-0.6174,-0.0133
T02,7.4375,7.9692,-0.6393,-0.0256
T02,7.45,7.716,-0.6599,-0.0181
T02,7.4625,7.1499,-0.6792,0.0084
T02,7.475,6.52,-0.6972,0.0324
T02,7.4875,6.2361,-0.7138,0.0116
T02,7.5,5.9786,-0.729,-0.0072
T02,7.5125,5.0486,-0.7428,0.0136
T02,7.525,4.6909,-0.7552,-0.0052
T02,7.5375,3.7405,-0.7661,-0.0104
T02,7.55,3.2531,-0.7755,-0.0201
T02,7.5625,2.9783,-0.7835,-0.0325
T02,7.575,2.6154,-0.7899,-0.0058
T02,7.5875,1.8207,-0.7948,0.0047
T02,7.6,1.1155,-0.7981,-0.0009
T02,7.6125,0.605,-0.8,-0.0078
T02,7.625,-0.2183,-0.8002,-0.0189
T02,7.6375,-0.42,-0.799,0.0117
T02,7.65,-0.9352,-0.7962,-0.0273
T02,7.6625,-1.7699,-0.792,0.0141
T02,7.675,-2.3373,-0.7862,-0.022
T02,7.6875,-2.7489,-0.7789,-0.0175
T02,7.7,-3.4421,-0.7701,-0.0323
T02,7.7125,-3.9134,-0.7599,-0.0134
T02,7.725,-4.0174,-0.7482,0.0156
T02,7.7375,-5.0148,-0.7351,0.006
T02,7.75,-5.5548,-0.7206,0.0148
T02,7.7625,-6.1191,-0.7048,0.0052
T02,7.775,-6.3351,-0.6876,-0.0277
T02,7.7875,-7.0014,-0.6691,-0.0127
T02,7.8,-7.5623,-0.6494,-0.0221
T02,7.8125,-7.6205,-0.6285,0.0197
T02,7.825,-8.0375,-0.6064,-0.0312
T02,7.8375,-8.8616,-0.5831,0.0102
T02,7.85,-9.5176,-0.5588,0.0099
T02,7.8625,-9.3275,-0.5334,0.0283
T02,7.875,-10.0318,-0.5071,-0.0168
T02,7.8875,-10.0832,-0.4798,0.0053
T02,7.9,-10.9617,-0.4516,0.0364
T02,7.9125,-10.6949,-0.4226,-0.0218
T02,7.925,-11.4,-0.3929,-0.0404
T02,7.9375,-11.2743,-0.3624,-0.0476
T02,7.95,-11.6581,-0.3313,0.0041
T02,7.9625,-12.0695,-0.2996,-0.048
T02,7.975,-12.1548,-0.2673,-0.018
T02,7.9875,-12.1075,-0.2346,-0.0019
T02,8.0,-12.3713,-0.2015,-0.0071
T02,8.0125,-12.3993,-0.1681,-0.0024
T02,8.025,-12.2205,-0.1343,-0.0066
T02,8.0375,-13.0039,-0.1004,0.0145
T02,8.05,-12.4185,-0.0663,-0.0302
T02,8.0625,-12.7474,-0.0322,-0.0247
T02,8.075,-12.95,0.002,-0.0266
T02,8.0875,-13.0138,0.0361,0.0055
T02,8.1,-12.7386,0.0702,0.0069
T02,8.1125,-12.4453,0.104,-0.002
T02,8.125,-12.5599,0.1376,0.0127
T02,8.1375,-12.113,0.1708,-0.0344
T02,8.15,-12.5628,0.2037,0.0226
T02,8.1625,-12.1089,0.2362,0.0199
T02,8.175,-12.168,0.2682,0.0043
T02,8.1875,-11.6333,0.2996,0.0254
T02,8.2,-11.295,0.3304,-0.0431
T02,8.2125,-11.3012,0.3605,-0.0203
T02,8.225,-11.4614,0.3899,-0.0243
T02,8.2375,-10.6038,0.4184,0.0051
T02,8.25,-10.2393,0.4462,-0.03
T02,8.2625,-9.9095,0.4731,0.0064
T02,8.275,-9.3882,0.499,0.019
T02,8.2875,-9.4767,0.5239,0.0058
T02,8.3,-8.7363,0.5478,-0.0021
T02,8.3125,-8.2272,0.5706,-0.0271
T02,8.325,-8.3992,0.5923,-0.024
T02,8.3375,-7.5425,0.6128,0.0184
T02,8.35,-7.2563,0.6321,0.0093
T02,8.3625,-6.7077,0.6502,-0.0066
T02,8.375,-6.1456,0.667,-0.0138
T02,8.3875,-5.8251,0.6825,-0.0455
T02,8.4,-5.365,0.6967,-0.026
T02,8.4125,-4.7159,0.7095,0.0341
T02,8.425,-4.4247,0.721,-0.0293
T02,8.4375,-3.9017,0.731,0.0006
T02,8.45,-3.0195,0.7397,0.0174
T02,8.4625,-2.8507,0.7469,-0.0274
T02,8.475,-1.949,0.7527,0.0019
T02,8.4875,-1.4478,0.757,0.0174
T02,8.5,-1.3413,0.7598,-0.0006
T02,8.5125,-0.5864,0.7613,0.057
T02,8.525,0.3333,0.7612,-0.0333
T02,8.5375,0.4427,0.7597,0.0217
T02,8.55,1.0886,0.7567,-0.0024
T02,8.5625,1.8133,0.7523,0.0169
T02,8.575,2.413,0.7465,0.0108
T02,8.5875,2.7364,0.7392,-0.0122
T02,8.6,3.1915,0.7305,0.0075
T02,8.6125,4.1127,0.7205,-0.0338
T02,8.625,4.6852,0.7091,0.0159
T02,8.6375,5.0333,0.6963,0.0102
T02,8.65,5.3448,0.6822,0.0174
T02,8.6625,5.6454,0.6669,0.0262
T02,8.675,6.1085,0.6502,0.0128
T02,8.6875,6.834,0.6324,0.0088
T02,8.7,7.2545,0.6134,-0.0114
T02,8.7125,7.8781,0.5932,-0.0076
T02,8.725,8.1398,0.5719,0.0307
T02,8.7375,8.105,0.5496,0.0361
T02,8.75,8.9953,0.5262,0.0029
T02,8.7625,8.9473,0.5018,0.0089
T02,8.775,9.4141,0.4766,-0.0098
T02,8.7875,9.8662,0.4504,0.032
T02,8.8,10.5213,0.4234,0.0221
T02,8.8125,11.0304,0.3957,0.0479
T02,8.825,10.7957,0.3672,-0.0083
T02,8.8375,10.8828,0.3381,0.002
T02,8.85,11.2502,0.3083,0.0144
T02,8.8625,11.523,0.278,0.0228
T02,8.875,11.4616,0.2473,0.0057
T02,8.8875,12.0426,0.2161,-0.0073
T02,8.9,11.8649,0.1845,0.0279
T02,8.9125,12.0309,0.1526,0.0248
T02,8.925,12.154,0.1204,-0.0078
T02,8.9375,12.1714,0.0881,0.0377
T02,8.95,12.298,0.0557,0.034
T02,8.9625,12.0266,0.0232,0.0133
T02,8.975,12.0348,-0.0094,0.0122
T02,8.9875,11.8997,-0.0418,0.0217
T02,9.0,12.1577,-0.0741,-0.0067
T02,9.0125,12.1527,-0.1063,0.0111
T02,9.025,11.9926,-0.1381,-0.0327
T02,9.0375,12.1175,-0.1697,0.0278
T02,9.05,11.6405,-0.2009,-0.0211
T02,9.0625,11.6124,-0.2317,0.0401
T02,9.075,11.0756,-0.262,0.0033
T02,9.0875,11.0104,-0.2918,0.0054
T02,9.1,10.9999,-0.3209,-0.0031
T02,9.1125,10.7831,-0.3494,0.0035
T02,9.125,10.2869,-0.3772,0.0374
T02,9.1375,10.0445,-0.4042,-0.041
T02,9.15,9.4494,-0.4304,0.0341
T02,9.1625,9.3575,-0.4558,0.015
T02,9.175,9.2653,-0.4802,-0.0162
T02,9.1875,8.8437,-0.5037,-0.0139
T02,9.2,8.4539,-0.5262,0.0408
T02,9.2125,7.9735,-0.5477,-0.012
T02,9.225,7.5599,-0.5681,-0.0165
T02,9.2375,7.0075,-0.5873,0.029
T02,9.25,6.8474,-0.6054,0.0126
T02,9.2625,6.3476,-0.6224,-0.0133
T02,9.275,5.9061,-0.6381,0.0094
T02,9.2875,5.2364,-0.6525,-0.0159
T02,9.3,4.4353,-0.6657,0.0263
T02,9.3125,4.601,-0.6776,0.0251
T02,9.325,3.7937,-0.6882,0.014
T02,9.3375,3.2181,-0.6975,0.0102
T02,9.35,3.0247,-0.7054,0.0377
T02,9.3625,2.2982,-0.7119,0.0021
T02,9.375,2.0753,-0.7171,-0.022
T02,9.3875,1.4705,-0.7209,0.0102
T02,9.4,0.9658,-0.7233,0.0424
T02,9.4125,0.037,-0.7243,-0.02
T02,9.425,0.0338,-0.724,-0.0074
T02,9.4375,-0.6739,-0.7222,0.0077
T02,9.45,-1.3156,-0.7191,-0.0022
T02,9.4625,-1.7255,-0.7146,-0.0212
T02,9.475,-2.6178,-0.7087,0.0205
T02,9.4875,-2.6841,-0.7015,0.044
T02,9.5,-3.4691,-0.693,0.0011
T02,9.5125,-4.0241,-0.6831,-0.0214
T02,9.525,-4.5406,-0.6719,-0.0347
T02,9.5375,-4.4874,-0.6595,0.001
T02,9.55,-5.2998,-0.6458,0.0176
T02,9.5625,-5.3207,-0.6309,0.0046
T02,9.575,-6.1768,-0.6148,-0.0053
T02,9.5875,-6.841,-0.5976,-0.0175
T02,9.6,-7.1396,-0.5793,-0.0279
T02,9.6125,-7.0722,-0.5598,0.0103
T02,9.625,-7.739,-0.5393,0.0115
T02,9.6375,-8.1906,-0.5178,-0.038
T02,9.65,-8.4061,-0.4954,0.0244
T02,9.6625,-8.6782,-0.472,0.0038
T02,9.675,-8.8783,-0.4478,0.02
T02,9.6875,-9.1174,-0.4227,-0.0351
T02,9.7,-9.766,-0.3969,-0.0358
T02,9.7125,-10.2272,-0.3703,-0.0117
T02,9.725,-10.2932,-0.3431,0.0011
T02,9.7375,-10.387,-0.3152,0.0268
T02,9.75,-10.8401,-0.2868,0.0048
T02,9.7625,-11.0264,-0.2579,-0.0143
T02,9.775,-10.9328,-0.2285,-0.0301
T02,9.7875,-11.1566,-0.1987,0.0149
T02,9.8,-11.2641,-0.1686,-0.0291
T02,9.8125,-11.5243,-0.1382,0.0226
T02,9.825,-11.4988,-0.1076,-0.0157
T02,9.8375,-11.6956,-0.0768,0.0218
T02,9.85,-11.3687,-0.0459,0.0035
T02,9.8625,-11.3534,-0.015,-0.0128
T02,9.875,-11.9213,0.016,-0.0205
T02,9.8875,-11.7075,0.0468,-0.0169
T02,9.9,-11.7684,0.0775,-0.0014
T02,9.9125,-11.5247,0.1081,-0.0084
T02,9.925,-11.3152,0.1383,-0.0217
T02,9.9375,-11.4708,0.1683,-0.0131
T02,9.95,-11.2264,0.1979,-0.0081
T02,9.9625,-11.083,0.2271,-0.0521
T02,9.975,-10.6603,0.2558,-0.0002
T02,9.9875,-10.4872,0.284,-0.0288
T02,10.0,-10.4249,0.3116,-0.032
T02,10.0125,-10.0053,0.3385,-0.0425
T02,10.025,-9.8912,0.3648,-0.0444
T02,10.0375,-9.5591,0.3903,-0.0354
T02,10.05,-8.8751,0.4151,-0.0222
T02,10.0625,-8.6295,0.439,0.0313
T02,10.075,-8.8287,0.4621,-0.018
T02,10.0875,-8.0581,0.4842,-0.0036
T02,10.1,-7.7017,0.5054,0.0011
T02,10.1125,-7.719,0.5256,-0.0039
T02,10.125,-6.9372,0.5447,-0.0077
T02,10.1375,-6.3919,0.5628,-0.0298
T02,10.15,-6.5103,0.5798,0.0235
T02,10.1625,-6.0441,0.5956,0.031
T02,10.175,-5.2212,0.6103,-0.0384
T02,10.1875,-4.9249,0.6238,-0.0248
T02,10.2,-4.4143,0.6361,-0.0095
T02,10.2125,-3.994,0.6471,-0.0228
T02,10.225,-3.5142,0.6569,0.007
T02,10.2375,-3.3817,0.6654,-0.0173
T02,10.25,-2.4258,0.6726,0.041
T02,10.2625,-1.9157,0.6786,0.0219
T02,10.275,-1.7064,0.6832,0.0028
T02,10.2875,-1.1777,0.6865,0.0195
T02,10.3,-0.9821,0.6885,0.0215
T02,10.3125,-0.0793,0.6892,-0.0114
T02,10.325,0.4256,0.6885,-0.0161
T02,10.3375,0.7909,0.6865,0.0023
T02,10.35,1.5181,0.6833,0.0184
T02,10.3625,1.7131,0.6787,0.0043
T02,10.375,2.3755,0.6728,-0.0296
T02,10.3875,2.5362,0.6656,-0.0137
T02,10.4,3.2072,0.6572,0.0013
T02,10.4125,3.642,0.6476,0.0017
T02,10.425,4.1791,0.6367,0.0431
T02,10.4375,4.5088,0.6246,-0.0237
T02,10.45,4.9957,0.6113,0.0145
T02,10.4625,5.6163,0.5969,0.0345
T02,10.475,5.7818,0.5813,0.0506
T02,10.4875,5.954,0.5647,-0.0026
T02,10.5,7.0189,0.5469,0.0156
T02,10.5125,7.3256,0.5282,0.0175
T02,10.525,7.1571,0.5085,0.0104
T02,10.5375,7.9051,0.4879,0.0048
T02,10.55,8.0028,0.4663,0.0158
T02,10.5625,8.4763,0.4439,-0.0433
T02,10.575,8.7861,0.4206,0.0213
T02,10.5875,8.9669,0.3966,0.0104
T02,10.6,9.1259,0.3719,0.0037
T02,10.6125,9.3953,0.3464,0.0493
T02,10.625,9.5822,0.3204,-0.005
T02,10.6375,9.8122,0.2938,0.0006
T02,10.65,10.1588,0.2666,0.0487
T02,10.6625,10.2031,0.239,-0.0076
T02,10.675,10.6365,0.2109,-0.0018
T02,10.6875,10.9311,0.1825,0.0063
T02,10.7,10.6307,0.1538,0.0262
T02,10.7125,10.8869,0.1248,0.0136
T02,10.725,11.0103,0.0956,-0.0163
T02,10.7375,11.0552,0.0663,-0.0011
T02,10.75,11.0054,0.0369,-0.0026
T02,10.7625,11.147,0.0075,0.0081
T02,10.775,11.0821,-0.0219,0.0181
T02,10.7875,10.7043,-0.0512,0.0179
T02,10.8,11.0709,-0.0804,-0.026
T02,10.8125,10.999,-0.1094,0.0307
T02,10.825,10.5727,-0.1382,0.0144
T02,10.8375,10.6164,-0.1666,0.0369
T02,10.85,10.6088,-0.1947,0.018
T02,10.8625,10.2737,-0.2223,0.031
T02,10.875,10.354,-0.2495,0.0182
T02,10.8875,10.4169,-0.2762,0.0356
T02,10.9,9.5729,-0.3023,0.0189
T02,10.9125,9.2215,-0.3278,0.0063
T02,10.925,9.3083,-0.3527,0.0535
T02,10.9375,9.1242,-0.3768,0.0256
T02,10.95,8.6493,-0.4002,0.0191
T02,10.9625,8.6854,-0.4228,-0.0182
T02,10.975,7.8107,-0.4445,-0.0187
T02,10.9875,7.8856,-0.4654,0.0126
T02,11.0,7.2801,-0.4853,0.0094
T02,11.0125,7.3857,-0.5043,-0.0061
T02,11.025,7.0679,-0.5223,0.0086
T02,11.0375,6.1314,-0.5392,0.0373
T02,11.05,5.7787,-0.5551,0.019
T02,11.0625,5.6536,-0.57,-0.018
T02,11.075,4.9874,-0.5837,0.0022
T02,11.0875,4.6298,-0.5962,-0.0121
T02,11.1,4.2097,-0.6076,-0.0041
T02,11.1125,3.379,-0.6179,-0.005
T02,11.125,3.3119,-0.6269,-0.0067
T02,11.1375,2.7227,-0.6347,-0.0226
T02,11.15,2.3031,-0.6413,-0.0005
T02,11.1625,2.2276,-0.6467,-0.0095
T02,11.175,1.2217,-0.6508,-0.0573
T02,11.1875,1.1676,-0.6537,0.0419
T02,11.2,0.4798,-0.6553,0.0222
T02,11.2125,0.0099,-0.6556,-0.0075
T02,11.225,-0.2452,-0.6547,0.0
T02,11.2375,-0.8031,-0.6526,-0.0242
T02,11.25,-1.2224,-0.6492,0.0327
T02,11.2625,-1.6052,-0.6445,0.0364
T02,11.275,-2.3232,-0.6386,0.0012
T02,11.2875,-2.8326,-0.6316,0.0181
T02,11.3,-3.3746,-0.6233,0.0008
T02,11.3125,-3.7633,-0.6138,-0.0299
T02,11.325,-3.4417,-0.6032,-0.0118
T02,11.3375,-4.2074,-0.5914,-0.0013
T02,11.35,-5.1424,-0.5785,-0.0133
T02,11.3625,-5.5425,-0.5645,-0.009
T02,11.375,-5.5768,-0.5495,-0.0068
T02,11.3875,-5.9475,-0.5334,-0.0069
T02,11.4,-6.3189,-0.5164,-0.0046
T02,11.4125,-6.8385,-0.4983,-0.0271
T02,11.425,-7.1579,-0.4794,-0.0206
T02,11.4375,-7.3984,-0.4595,-0.0322
T02,11.45,-7.7633,-0.4388,0.0128
T02,11.4625,-8.5254,-0.4173,-0.0492
T02,11.475,-8.4127,-0.395,0.0158
T02,11.4875,-8.8058,-0.372,0.0202
T02,11.5,-8.8524,-0.3483,-0.0138
T02,11.5125,-8.5249,-0.324,-0.06
T02,11.525,-9.2652,-0.2991,-0.0154
T02,11.5375,-9.5999,-0.2736,-0.0096
T02,11.55,-9.5329,-0.2477,-0.0287
T02,11.5625,-9.7818,-0.2213,-0.0189
T02,11.575,-9.9364,-0.1945,0.0219
T02,11.5875,-10.0216,-0.1674,0.0044
T02,11.6,-9.8347,-0.14,-0.0274
T02,11.6125,-10.5555,-0.1124,-0.041
T02,11.625,-10.298,-0.0846,-0.0156
T02,11.6375,-10.6213,-0.0567,-0.0134
T02,11.65,-10.3483,-0.0287,0.0008
T02,11.6625,-10.6464,-0.0007,-0.0198
T02,11.675,-10.5294,0.0272,0.0011
T02,11.6875,-10.4682,0.0551,0.0296
T02,11.7,-10.1574,0.0828,0.0073
T02,11.7125,-10.0925,0.1104,-0.0099
T02,11.725,-10.4294,0.1377,-0.0125
T02,11.7375,-10.054,0.1646,-0.0159
T02,11.75,-10.0725,0.1913,0.0149
T02,11.7625,-10.029,0.2175,-0.0211
T02,11.775,-9.649,0.2433,-0.0075
T02,11.7875,-9.4774,0.2685,-0.0072
T02,11.8,-8.7227,0.2932,-0.0181
T02,11.8125,-8.8964,0.3174,-0.0353
T02,11.825,-9.0166,0.3409,-0.0012
T02,11.8375,-8.5957,0.3636,-0.0086
T02,11.85,-8.0043,0.3857,0.0028
T02,11.8625,-7.5014,0.407,-0.0176
T02,11.875,-7.932,0.4275,0.0178
T02,11.8875,-7.6723,0.4472,-0.0239
T02,11.9,-6.5902,0.4659,0.0282
T02,11.9125,-6.5416,0.4838,-0.0407
T02,11.925,-6.4361,0.5007,0.0032
T02,11.9375,-5.787,0.5166,0.0044
T02,11.95,-6.0417,0.5315,-0.0207
T02,11.9625,-5.1245,0.5453,0.004
T02,11.975,-4.661,0.5581,0.0215
T02,11.9875,-4.1346,0.5698,-0.0481
T03,0.0,15.1005,-0.0,0.0088
T03,0.0167,14.4751,-0.0356,0.0318
T03,0.0333,14.7204,-0.0711,0.0457
T03,0.05,15.1453,-0.1064,0.0392
T03,0.0667,14.5756,-0.1415,-0.009
T03,0.0833,14.2965,-0.1761,0.0076
T03,0.1,14.2983,-0.2103,0.0056
T03,0.1167,14.5256,-0.244,0.0221
T03,0.1333,13.4882,-0.2771,0.0258
T03,0.15,13.3556,-0.3096,-0.0049
T03,0.1667,13.5463,-0.3412,0.0129
T03,0.1833,13.2696,-0.3721,-0.0291
T03,0.2,12.4998,-0.4021,0.0398
T03,0.2167,11.8672,-0.4311,0.0003
T03,0.2333,12.1016,-0.4592,0.0113
T03,0.25,11.5429,-0.4861,0.0036
T03,0.2667,10.8764,-0.5119,0.0323
T03,0.2833,10.0709,-0.5365,-0.0478
T03,0.3,9.6938,-0.5599,0.0081
T03,0.3167,9.1204,-0.582,0.0059
T03,0.3333,8.6474,-0.6027,-0.0016
T03,0.35,8.2814,-0.622,0.0415
T03,0.3667,7.5597,-0.6399,-0.0113
T03,0.3833,6.5449,-0.6564,0.0213
